,Group1,res,method,operation,output,label,pattern,Group2,Group3,analysis,name,dec,rnd,disp
4920,Xanomeline Low Dose,105.69,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4921,Xanomeline Low Dose,106.14,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4922,Xanomeline Low Dose,106.14,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1b,Max,XX,WEIGHT,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,106,106
4923,Placebo,255,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,255,255
4924,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,246,246
4925,Placebo,207,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,207,207
4926,Placebo,204,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,204,204
4927,Placebo,252,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,252,252
4928,Placebo,198,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,198,198
4929,Placebo,177,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,177,177
4930,Placebo,174,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,174,174
4931,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,246,246
4932,Placebo,228,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,228,228
4933,Placebo,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,219,219
4934,Placebo,255,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,255,255
4935,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,246,246
4936,Placebo,207,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,207,207
4937,Placebo,204,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,204,204
4938,Placebo,252,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,252,252
4939,Placebo,198,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,198,198
4940,Placebo,177,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,177,177
4941,Placebo,174,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,174,174
4942,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,246,246
4943,Placebo,228,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,228,228
4944,Placebo,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,219,219
4945,Placebo,255,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,255,255
4946,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,246,246
4947,Placebo,207,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,207,207
4948,Placebo,204,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,204,204
4949,Placebo,252,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,252,252
4950,Placebo,198,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,198,198
4951,Placebo,177,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,177,177
4952,Placebo,174,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,174,174
4953,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,246,246
4954,Placebo,228,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,228,228
4955,Placebo,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,219,219
4956,Placebo,86,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,86,86
4957,Placebo,82,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,82,82
4958,Placebo,69,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,69,69
4959,Placebo,68,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,68,68
4960,Placebo,83,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,83,83
4961,Placebo,64,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,64,64
4962,Placebo,57,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,57,57
4963,Placebo,58,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,58,58
4964,Placebo,81,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,81,81
4965,Placebo,76,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,76,76
4966,Placebo,73,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,73,73
4967,Placebo,86,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,86,86
4968,Placebo,82,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,82,82
4969,Placebo,69,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,69,69
4970,Placebo,68,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,68,68
4971,Placebo,82,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,82,82
4972,Placebo,66,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,66,66
4973,Placebo,59,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,59,59
4974,Placebo,58,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,58,58
4975,Placebo,82,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,82,82
4976,Placebo,75,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,75,75
4977,Placebo,72,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,72,72
4978,Xanomeline High Dose,252,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,252,252
4979,Xanomeline High Dose,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,219,219
4980,Xanomeline High Dose,150,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,150,150
4981,Xanomeline High Dose,111,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,111,111
4982,Xanomeline High Dose,243,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,243,243
4983,Xanomeline High Dose,96,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,96,96
4984,Xanomeline High Dose,90,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,90,90
4985,Xanomeline High Dose,84,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,84,84
4986,Xanomeline High Dose,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,219,219
4987,Xanomeline High Dose,203,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,203,203
4988,Xanomeline High Dose,168,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,168,168
4989,Xanomeline High Dose,252,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,252,252
4990,Xanomeline High Dose,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,219,219
4991,Xanomeline High Dose,150,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,150,150
4992,Xanomeline High Dose,111,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,111,111
4993,Xanomeline High Dose,243,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,243,243
4994,Xanomeline High Dose,96,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,96,96
4995,Xanomeline High Dose,90,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,90,90
4996,Xanomeline High Dose,84,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,84,84
4997,Xanomeline High Dose,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,219,219
4998,Xanomeline High Dose,204,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,204,204
4999,Xanomeline High Dose,168,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,168,168
5000,Xanomeline High Dose,252,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,252,252
5001,Xanomeline High Dose,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,219,219
5002,Xanomeline High Dose,150,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,150,150
5003,Xanomeline High Dose,111,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,111,111
5004,Xanomeline High Dose,243,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,243,243
5005,Xanomeline High Dose,96,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,96,96
5006,Xanomeline High Dose,90,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,90,90
5007,Xanomeline High Dose,84,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,84,84
5008,Xanomeline High Dose,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,219,219
5009,Xanomeline High Dose,204,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,204,204
5010,Xanomeline High Dose,168,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,168,168
5011,Xanomeline High Dose,84,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,84,84
5012,Xanomeline High Dose,73,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,73,73
5013,Xanomeline High Dose,50,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,50,50
5014,Xanomeline High Dose,37,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,37,37
5015,Xanomeline High Dose,81,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,81,81
5016,Xanomeline High Dose,32,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,32,32
5017,Xanomeline High Dose,29,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,29,29
5018,Xanomeline High Dose,28,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,28,28
5019,Xanomeline High Dose,73,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,73,73
5020,Xanomeline High Dose,68,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,68,68
